26.902,1356.9
43.206,145.52
32.609,160.19
13.043,191.98
22.011,245.79
12.228,272.69
32.609,287.36
4.8913,302.85
91.304,205.03
255.16,373.78
256.79,390.08
113.32,638.72
257.61,588.99
361.14,543.34
363.59,531.93
539.67,496.88
565.76,375
564.95,405.16
478.53,330.16
427.17,329.35
394.57,348.91
405.16,290.22
352.99,304.89
313.86,352.99
288.59,308.97
316.3,251.9
318.75,234.78
378.26,47.283
344.84,40.761
397.83,109.24
503.8,3.2609
732.88,141.03
732.88,170.38
757.34,350.54
677.45,427.17
714.13,547.01
758.97,639.13
899.18,591.85
965.22,646.47
1073.6,500.54
1097.3,442.66
1091.6,399.46
978.26,322.01
1036.1,171.2
840.49,264.95
825,280.43
785.87,215.22
791.58,136.96
709.24,55.435
714.95,5.7065
769.57,5.7065
856.79,28.533
1331.2,610.6
1398.1,535.6
1376.1,445.11
1329.6,393.75
1294.6,382.34
1312.5,307.34
1257.9,307.34
1238.3,290.22
1196.7,282.88
1396.5,328.53
1425.8,246.2
1426.6,224.18
1367.9,264.13
1347.6,264.13
1321.5,240.49
1306,181.79
1195.9,215.22
1384.2,144.29
1325.5,83.152
1351.6,16.304
1242.4,36.685
666.85,976.63
331.79,1066.3
356.25,847.01
1321.5,1067.9
1289.7,1464.9
1277.4,1442.1
1316.6,1474.7
1334.5,1475.5
1254.6,1531
1337.8,1562.8
1319.8,1607.6
1325.5,1588.9
1357.3,1637.8
1339.4,1650.8
1337.8,1723.4
1401.4,1792.7
1398.1,1829.3
1385.1,1813
1370.4,1829.3
1432.3,1875
1395.7,1891.3
1412.8,1897
1320.7,1857.1
1268.5,1862
1242.4,1862
1233.4,1817.1
1277.4,1800.8
1278.3,1769.8
1322.3,1790.2
1240.8,1747
1222.8,1759.2
1201.6,1781.2
1191.8,1763.3
1169.8,1744.6
1185.3,1629.6
1146.2,1804.9
1136.4,1782.9
1133.2,1767.4
1118.5,1773.9
1113.6,1789.4
1086.7,1791.8
1076.9,1751.9
1053.3,1783.7
1050.8,1730.7
1026.4,1732.3
1125.8,1705.4
1136.4,1689.9
1133.2,1672
1109.5,1608.4
1158.4,1591.3
1185.3,1573.4
1178,1516.3
1179.6,1478.8
1186.1,1462.5
1208.2,1477.2
1031.2,1415.2
986.41,1778
1010.9,1795.9
1012.5,1831.8
1004.3,1856.2
989.67,1848.9
977.45,1873.4
1014.9,1884.8
912.23,1861.1
953.8,1787
956.25,1839.1
915.49,1779.6
920.38,1810.6
880.43,1768.2
908.97,1733.2
871.47,1742.1
795.65,1495.9
745.92,1465.8
639.95,1446.2
249.46,1272.6
223.37,1297
7.337,1673.6
70.109,1773.1
83.152,1817.1
72.554,1846.5
68.478,1878.3
46.467,1897
12.228,1899.5
1.6304,1894.6
2.4457,1879.9
4.0761,1861.1
23.641,1831
49.728,1846.5
32.609,1868.5
53.804,1802.4
358.7,1705.4
310.6,1717.7
401.9,1879.1
466.3,1875
496.47,1879.1
507.07,1858.7
491.58,1843.2
555.16,1826.1
543.75,1866.8
582.88,1819.6
525.82,1837.5
515.22,1811.4
533.97,1788.6
526.63,1754.3
485.05,1696.5
538.04,1587.2
542.93,1601.1
563.32,1569.3
542.93,1558.7
496.47,1590.5
